id,structure_order,q1,q2,q3,q4,q5,q6,q7,PHt,Hs_obs,Hs_exp,IR,HL,pop,sex,length,date,oto_age,natal_region,stocked,lat,long,sibling_group
GOP647,402,0.9805,0.0033,0.0032,0.0027,0.0018,0.0022,0.0063,0.227482679,0.96826427,0.99812799,-0.006580436,0.650598244,UPPER_DARLING,NA,360,24/11/2017,6,lower darling,NO,-30.234499,145.68695,NA
GOP649,404,0.9768,0.0118,0.0022,0.0023,0.0017,0.0012,0.004,0.215246637,0.927279426,0.95515087,0.03357132,0.668061023,UPPER_DARLING,NA,313,24/11/2017,3,warrego,NO,-30.234499,145.68695,NA
GOP650,405,0.9927,0.001,0.001,0.0013,0.0015,0.001,0.0015,0.234227954,1.009768713,1.040352543,-0.040216618,0.638224147,UPPER_DARLING,NA,311,24/11/2017,3,warrego,NO,-30.234499,145.68695,NA
GOP651,406,0.9768,0.0013,0.0033,0.004,0.0013,0.0083,0.0048,0.234676007,1.014929097,1.044336327,-0.043636112,0.637336241,UPPER_DARLING,NA,364,24/11/2017,6,mid darling,NO,-30.234499,145.68695,NA
GOP652,407,0.9773,0.003,0.0032,0.0022,0.0037,0.005,0.0057,0.238987166,1.03454375,1.066037993,-0.067799955,0.621273896,UPPER_DARLING,NA,473,24/11/2017,10,lower darling,NO,-30.234499,145.68695,NA
GOP653,408,0.9692,0.0017,0.0013,0.004,0.0045,0.0025,0.0168,0.23229857,1.005770422,1.03523758,-0.055167914,0.629553227,UPPER_DARLING,NA,426,24/11/2017,6,mid darling,NO,-30.234499,145.68695,NA
GOP654,409,0.9773,0.003,0.0032,0.0018,0.0027,0.0055,0.0065,0.24112478,1.050649024,1.082411183,-0.098937655,0.613339068,UPPER_DARLING,NA,359,24/11/2017,3,mid darling,NO,-30.234499,145.68695,NA
GOP655,410,0.956,0.0012,0.0273,0.0095,0.0012,0.002,0.0028,0.2541841,1.104847511,1.137165991,-0.132047596,0.604076848,UPPER_DARLING,NA,NA,NA,3,NA,,-30.234499,145.68695,NA
GOP656,411,0.982,0.0027,0.0037,0.002,0.001,0.0018,0.0068,0.327629234,1.431760728,1.474932819,-0.415833012,0.466429007,UPPER_DARLING,NA,458,24/11/2017,5,mid darling,NO,-30.234499,145.68695,NA
GOP657,412,0.9905,0.001,0.0013,0.0013,0.0012,0.0012,0.0035,0.216534071,0.93523299,0.962680427,0.035864821,0.66311584,UPPER_DARLING,NA,454,24/11/2017,10,mid darling,NO,-30.234499,145.68695,NA
GOP658,413,0.9508,0.006,0.001,0.001,0.0035,0.0022,0.0355,0.212215321,0.915352528,0.943220893,0.041318996,0.664758808,UPPER_DARLING,NA,360,24/11/2017,6,mid darling,NO,-30.234499,145.68695,NA
GOP659,414,0.9802,0.0017,0.0113,0.0012,0.0022,0.0017,0.0018,0.222835461,0.962471172,0.991300652,0.00667012,0.654516511,UPPER_DARLING,NA,479,24/11/2017,10,mid darling,NO,-30.234499,145.68695,NA
GOP660,415,0.9765,0.0103,0.0015,0.0012,0.005,0.0028,0.0027,0.231564438,0.999168581,1.028974752,-0.015802426,0.63650724,UPPER_DARLING,NA,378,24/11/2017,5,mid darling,NO,-30.234499,145.68695,NA
GOP661,416,0.9818,0.001,0.001,0.0073,0.0025,0.0033,0.003,0.342317116,1.485565382,1.530608705,-0.463119081,0.443443347,UPPER_DARLING,NA,413,24/11/2017,6,mid darling,NO,-30.234499,145.68695,NA
GOP662,417,0.828,0.001,0.0018,0.1585,0.0025,0.007,0.0012,0.235966736,1.022339351,1.052916989,-0.047802687,0.636352958,UPPER_DARLING,NA,435,24/11/2017,5,warrego,NO,-30.234499,145.68695,NA
GOP663,418,0.9883,0.002,0.0018,0.0017,0.0018,0.0013,0.003,0.223561833,0.963639718,0.9925666,0.023024015,0.65610371,UPPER_DARLING,NA,234,24/11/2017,2,hatchery,YES,-30.234499,145.68695,NA
GOP664,419,0.6821,0.002,0.0022,0.2989,0.0015,0.0013,0.012,0.225984796,0.976924465,1.006537297,0.002588859,0.66287517,UPPER_DARLING,NA,384,24/11/2017,4,lower darling,NO,-30.234499,145.68695,NA
GOP665,420,0.9918,0.001,0.0013,0.0017,0.001,0.0012,0.002,0.234256055,1.013618058,1.04427243,-0.050367598,0.631268022,UPPER_DARLING,NA,356,24/11/2017,3,warrego,NO,-30.234499,145.68695,NA
GOP666,421,0.9922,0.001,0.002,0.001,0.001,0.0015,0.0013,0.232919255,1.005123221,1.035591076,-0.032836342,0.629859465,UPPER_DARLING,NA,406,24/11/2017,6,warrego,NO,-30.234499,145.68695,NA
GOP667,422,0.7961,0.0075,0.0027,0.0262,0.0047,0.0573,0.1056,0.249046133,1.0817676,1.114215402,-0.127508108,0.600855175,UPPER_DARLING,NA,NA,NA,3,NA,,-30.234499,145.68695,NA
GOP668,423,0.9885,0.0012,0.001,0.0037,0.0022,0.0028,0.0007,0.235395783,1.015957588,1.04676063,-0.050986898,0.630581692,UPPER_DARLING,NA,232,24/11/2017,2,warrego,NO,-30.234499,145.68695,NA
GOP669,424,0.989,0.0013,0.001,0.001,0.0023,0.003,0.0023,0.229683196,0.990593274,1.020197199,-0.018617864,0.639904797,UPPER_DARLING,NA,436,24/11/2017,10,mid darling,NO,-30.234499,145.68695,NA
GOP670,425,0.9908,0.0028,0.001,0.001,0.0015,0.0005,0.0023,0.271080139,1.179592972,1.214287357,-0.218492617,0.562745575,UPPER_DARLING,NA,NA,NA,4,NA,,-30.234499,145.68695,NA
GOP671,426,0.945,0.009,0.0118,0.012,0.002,0.0048,0.0153,0.22733564,0.982731969,1.012680517,-0.0264792,0.639324113,UPPER_DARLING,NA,442,24/11/2017,6,mid darling,NO,-30.228166,145.715559,NA
GOP672,427,0.9717,0.001,0.002,0.0065,0.0012,0.0012,0.0165,0.216402481,0.932506198,0.960519255,0.029459201,0.659426725,UPPER_DARLING,NA,361,25/11/2017,3,warrego,NO,-30.560465,145.088695,NA
GOP673,428,0.7689,0.0058,0.0068,0.2051,0.003,0.0015,0.0088,0.229940952,0.995286011,1.024555788,-0.019109906,0.644475864,UPPER_DARLING,NA,366,25/11/2017,6,lower darling,NO,-30.560465,145.088695,NA
GOP674,429,0.9878,0.0008,0.0023,0.0013,0.0018,0.0013,0.0045,0.338380282,1.470975085,1.5150971,-0.419207563,0.466833427,UPPER_DARLING,NA,355,25/11/2017,3,lower darling,NO,-30.560465,145.088695,NA
GOP675,430,0.8725,0.0018,0.001,0.1043,0.013,0.0053,0.002,0.228362878,0.986686393,1.016276355,-0.02317373,0.647502526,UPPER_DARLING,NA,392,26/11/2017,3,warrego,NO,-30.456984,145.192114,NA
GOP676,431,0.9787,0.002,0.0015,0.0037,0.0078,0.004,0.0023,0.286169084,1.25332056,1.291144939,-0.27081442,0.545939216,UPPER_DARLING,NA,389,26/11/2017,3,lower darling,NO,-30.456984,145.192114,NA
