id,structure_order,q1,q2,q3,q4,q5,q6,q7,PHt,Hs_obs,Hs_exp,IR,HL,pop,sex,length,date,oto_age,natal_region,stocked,lat,long,sibling_group
GOP627,383,0,0.4014,0.5986,0,0,0,0,0.223114525,0.963625851,0.991995787,-0.016576669,0.644353169,GOULBURN,NA,NA,NA,8,NA,,-36.42518,145.36416,1
GOP384,145,0,0,1,0,0,0,0,0.220338983,0.951352026,0.979985947,0.012399924,0.655763241,CAMPASPE,NA,432,10/5/2018,4,hatchery,YES,-36.62228169,144.5614071,5
GOP633,388,0,0,1,0,0,0,0,0.220873786,0.952528276,0.981419187,0.008928788,0.653240243,GOULBURN,NA,NA,NA,4,NA,,-36.24183,145.28567,5
GOP366,130,0.9673,0.001,0.001,0.0025,0.0258,0.0012,0.0012,0.231863936,1.000194762,1.03088789,-0.038277825,0.63653892,CAMPASPE,NA,312,10/5/2018,2,hatchery,YES,-36.38043928,144.7088038,6
GOP367,131,0.0245,0.0075,0.001,0.9557,0.0023,0.0043,0.0047,0.225437928,0.958190095,0.987305359,0.015786043,0.657896128,CAMPASPE,NA,128,10/5/2018,1,hatchery,YES,-36.41090657,144.6690037,7
GOP368,132,0.0012,0.001,0.0012,0.9932,0.0008,0.0002,0.0025,0.218670541,0.939474267,0.9674699,0.022945266,0.665915623,CAMPASPE,NA,148,10/5/2018,1,hatchery,YES,-36.41090657,144.6690037,8
GOP389,150,0.054,0.001,0.0093,0.8852,0.0025,0.0122,0.0358,0.21500521,0.926602706,0.955141774,0.040111731,0.678148132,LODDON_PYRAMID,NA,203,18/4/2018,1,hatchery,YES,-35.73836281,143.9146652,9
GOP338,102,0.0551,0.6317,0.2608,0.004,0.0033,0.0102,0.0348,0.232149017,1.001114875,1.031141215,-0.026279618,0.639899699,LODDON_PYRAMID,NA,385,17/4/2018,7,hatchery,YES,-35.74783,143.99156,10
GOP369,133,0.053,0.8807,0.001,0.0077,0.042,0.0117,0.004,0.214134276,0.921956612,0.950063968,0.053019537,0.667190607,CAMPASPE,NA,282,8/5/2018,2,hatchery,YES,-36.41090657,144.6690037,12
GOP374,135,0.0047,0.9873,0.001,0.0015,0.0028,0.002,0.0007,0.222961148,0.95924276,0.988553282,0.0099998,0.654436292,CAMPASPE,NA,220,10/5/2018,2,hatchery,YES,-36.34962505,144.7046936,12
GOP380,141,0.6011,0,0.0916,0.0013,0.0027,0.3019,0.0015,0.218922652,0.945062275,0.973009809,0.020473611,0.662484,CAMPASPE,NA,420,9/5/2018,4,hatchery,YES,-36.56285,144.58766,13
GOP505,265,0,1,0,0,0,0,0,0.223643277,0.963816798,0.993237918,0.017692045,0.658795021,MURRAY-mid,F,522,14/5/2018,9,murrumbidgee,NO,-35.17179,143.38624,16
GOP346,110,0.0002,0.9987,0.001,0,0.0002,0,0,0.206004141,0.887871978,0.91493622,0.072447521,0.678422294,LODDON_PYRAMID,NA,506,18/4/2018,9,hatchery,YES,-35.62794,143.91714,16
GOP452,212,0.8207,0.001,0.1335,0.0012,0.0068,0.0328,0.004,0.237077877,1.022618805,1.053294341,-0.038128535,0.639513176,MACQUARIE,M,438,6/6/2018,10,hatchery,YES,-31.93445,148.14009,17
GOP436,196,0.0008,0.0182,0.0022,0,0.9777,0.0005,0.0007,0.237258953,1.024088378,1.054083222,-0.046512954,0.637085595,MACQUARIE,F,297,6/6/2018,3,hatchery,YES,-31.73379,147.96594,19
GOP462,222,0,0.0741,0.0015,0.0002,0.9241,0,0.0002,0.226818339,0.978837357,1.007812251,-0.001548308,0.657883841,MACQUARIE,F,318,6/6/2018,3,hatchery,YES,-31.93445,148.14009,19
GOP432,192,0.001,0.0825,0.0028,0.001,0.9107,0.001,0.001,0.224595246,0.968358713,0.99753982,-0.008975683,0.651516317,MACQUARIE,NA,326,7/6/2018,3,hatchery,YES,-31.65562,147.80093,19
GOP454,214,0.0033,0.001,0.001,0.0018,0.9837,0.0077,0.0015,0.233207027,1.005349194,1.035411231,-0.049097321,0.629214657,MACQUARIE,F,345,6/6/2018,4,hatchery,YES,-31.93445,148.14009,20
GOP469,229,0.0023,0,0.0007,0.001,0.9937,0.0013,0.001,0.214704867,0.925988802,0.953324774,0.039960277,0.664678393,MACQUARIE,F,320,6/6/2018,4,hatchery,YES,-31.93445,148.14009,20
GOP480,240,0.407,0.0113,0.5287,0.0025,0.02,0.0292,0.0013,0.224250775,0.966984073,0.995902231,0.001386664,0.651872912,MURRAY-mid,F,476,16/5/2018,12,murrumbidgee,NO,-35.90646,144.41703,21
GOP531,290,0.9478,0.0218,0.002,0.0047,0.0062,0.0085,0.009,0.216132368,0.932186584,0.960107564,0.020296035,0.664957059,MURRAY-dsYarrawonga,NA,460,16/6/2018,8,edward-wakool,NO,-36.006414,145.972408,22
GOP791,541,0.7078,0.001,0.0012,0.0015,0.284,0.0017,0.0028,0.249040307,1.044105759,1.075800878,-0.073857343,0.616924661,MURRAY-Barmah,NA,NA,2018,16,hatchery,stocked,-35.83489,145.0525,23
GOP438,198,0.9885,0.0022,0.001,0.0017,0.001,0.0047,0.001,0.222068966,0.958675174,0.987117207,0.008437852,0.659042201,MACQUARIE,M,413,4/6/2018,4,border,NO,-32.22741,148.2616,24
GOP337,101,0.9938,0.001,0.001,0.001,0.0012,0.001,0.001,0.230265426,0.993270731,1.023200557,-0.019377669,0.643783996,LODDON_PYRAMID,NA,373,17/4/2018,4,hatchery,YES,-35.74783,143.99156,24
GOP381,142,0.5381,0.0028,0.3287,0.0032,0.001,0.0078,0.1184,0.216477077,0.933014392,0.961014037,0.02675755,0.659990009,CAMPASPE,NA,390,9/5/2018,3,hatchery,YES,-36.56285,144.58766,25
GOP786,537,0.5617,0.0324,0.28,0.0028,0.0013,0.0142,0.1076,0.303126416,1.296335386,1.336917404,-0.294665901,0.523763972,OVENS,NA,NA,NA,3,NA,,-36.1829,146.23883,25
GOP383,144,0.005,0.0042,0.001,0.0022,0.9835,0.0013,0.0028,0.227256511,0.972873016,1.001871234,-0.008697234,0.653940153,CAMPASPE,NA,212,10/5/2018,1,hatchery,YES,-36.14625817,144.7373858,26
GOP621,377,0.903,0.0636,0.001,0.0035,0.0073,0.0162,0.0053,0.218728404,0.94218356,0.970707653,0.027648354,0.665273129,GOULBURN,NA,171,30/4/2018,2,hatchery,YES,-36.69945,145.18156,27
GOP364,128,0.4277,0.4899,0.0005,0.001,0.057,0.0215,0.0023,0.229536747,0.992432491,1.021247638,-0.01893046,0.644717104,CAMPASPE,NA,405,10/5/2018,5,hatchery,YES,-36.699744,144.5256643,28
GOP378,139,0.4457,0.5067,0.0018,0.0012,0.0207,0.0193,0.0047,0.228101378,0.972668618,1.002599481,-0.007313444,0.649324418,CAMPASPE,NA,428,9/5/2018,5,hatchery,YES,-36.56285,144.58766,28
GOP379,140,0.4582,0.4777,0.0015,0.0013,0.032,0.0267,0.0027,0.227398206,0.979926174,1.009262091,-0.004449168,0.655155821,CAMPASPE,NA,440,9/5/2018,5,hatchery,YES,-36.56285,144.58766,28
GOP385,146,0.4315,0.4085,0.001,0.001,0.1343,0.022,0.0017,0.232501733,1.003477193,1.033993272,-0.03231506,0.642402581,CAMPASPE,NA,420,10/5/2018,4,hatchery,YES,-36.62228169,144.5614071,28
GOP377,138,0.9133,0.001,0.0673,0.001,0.0017,0.008,0.0077,0.231082918,0.983884909,1.015159467,-0.014340776,0.642576714,CAMPASPE,NA,471,9/5/2018,6,hatchery,YES,-36.49706638,144.6119579,29
GOP521,280,0.7991,0.0025,0.1891,0.0008,0.0017,0.0018,0.005,0.235172414,1.014311422,1.044717086,-0.042452625,0.634372636,MURRAY-dsYarrawonga,NA,452,16/6/2018,7,hatchery,YES,-36.006414,145.972408,29
GOP391,152,0.7713,0.001,0.1727,0.001,0.0505,0.0017,0.0018,0.231219848,0.996814852,1.026646075,-0.019454135,0.641415804,MURRUMBIDGEE,NA,249,3/4/2018,3,lachlan,NO,-34.61709,146.23889,30
GOP484,244,0.0022,0.0008,0.0008,0.0003,0.001,0.9937,0.0012,0.22084196,0.952094318,0.980756569,0.023887518,0.667702768,MURRAY-mid,F,498,16/5/2018,20,hatchery,YES,-35.90646,144.41703,31
GOP394,155,0.0002,0,0,0,0,0.9998,0,0.192548747,0.833552652,0.858458172,0.141551436,0.699994026,MURRUMBIDGEE,F,453,3/4/2018,14,murrumbidgee,NO,-34.61709,146.23889,31
GOP422,182,0,0,0,0,0.0002,0.9998,0,0.19880994,0.859638997,0.885400754,0.120501735,0.690512276,MURRUMBIDGEE,M,438,4/4/2018,14,murrumbidgee,NO,-34.55772,145.82076,31
GOP449,209,0.9564,0.001,0.001,0.0012,0.0018,0.038,0.0007,0.2311402,0.996842708,1.026712775,-0.022665402,0.645065635,MACQUARIE,F,456,5/6/2018,5,hatchery,YES,-31.98735,148.17982,32
GOP466,226,0.9625,0.0018,0.001,0.001,0.0008,0.0318,0.001,0.219772649,0.947725273,0.976169132,0.023766179,0.659031516,MACQUARIE,F,352,6/6/2018,5,hatchery,YES,-31.93445,148.14009,32
GOP433,193,0.9627,0.001,0.001,0.001,0.0013,0.0317,0.0013,0.233631978,1.007580168,1.037800329,-0.037099622,0.637615083,MACQUARIE,M,377,7/6/2018,5,hatchery,YES,-31.65562,147.80093,32
GOP403,164,0.6427,0.0098,0.2866,0.0023,0.0506,0.0058,0.002,0.304934327,1.325261322,1.365914506,-0.343888889,0.508217222,MURRUMBIDGEE,M,388,3/4/2018,6,lachlan,NO,-34.61709,146.23889,32
GOP430,190,0.788,0.0025,0.002,0.001,0.0065,0.1634,0.0367,0.218081435,0.94051514,0.96858343,0.020908991,0.664738423,MACQUARIE,F,420,7/6/2018,9,border,NO,-31.65562,147.80093,33
GOP435,195,0.9802,0.001,0.0008,0.0017,0.0038,0.0107,0.0018,0.230265426,0.993269223,1.023294602,-0.015003739,0.649165106,MACQUARIE,F,333,6/6/2018,3,hatchery,YES,-31.73379,147.96594,33
GOP406,166,0.8227,0.0198,0.0083,0.001,0.0202,0.0937,0.0343,0.223885794,0.968520348,0.997577763,-0.010869757,0.649600754,MURRUMBIDGEE,M,386,3/4/2018,10,hatchery,YES,-34.61709,146.23889,33
GOP439,199,0.7155,0.002,0.2717,0.0012,0.0015,0.0052,0.003,0.233183857,1.006279384,1.036911011,-0.026796733,0.63880734,MACQUARIE,F,NA,NA,6,NA,,-32.22741,148.2616,34
GOP437,197,0.691,0.018,0.277,0.0012,0.0048,0.005,0.003,0.231060606,0.996503441,1.026425904,-0.020646071,0.643686281,MACQUARIE,M,377,6/6/2018,6,hatchery,YES,-31.73379,147.96594,34
GOP443,203,0.5763,0.1773,0.2367,0.0008,0.0025,0.0023,0.004,0.223140496,0.962186074,0.991146121,0.003576291,0.661642744,MACQUARIE,M,424,4/6/2018,5,hatchery,YES,-32.22741,148.2616,35
GOP455,215,0.6449,0.1237,0.2195,0.001,0.004,0.0027,0.0042,0.227852465,0.982239014,1.012030463,-0.004702943,0.656459163,MACQUARIE,M,404,6/6/2018,5,hatchery,YES,-31.93445,148.14009,35
GOP450,210,0.7858,0.0625,0.002,0.0634,0.0015,0.0013,0.0834,0.210961737,0.909478388,0.937129717,0.066369669,0.670236903,MACQUARIE,F,453,6/6/2018,11,hatchery,YES,-31.93445,148.14009,36
GOP445,205,0.759,0.0908,0.001,0.0702,0.001,0.0012,0.0768,0.223988939,0.967624804,0.995608629,0.012887928,0.656531096,MACQUARIE,M,441,5/6/2018,12,hatchery,YES,-31.98735,148.17982,36
GOP447,207,0.0701,0.5198,0.3684,0.0022,0.0145,0.003,0.022,0.227429359,0.980171349,1.009615375,-0.014454361,0.652820929,MACQUARIE,M,417,5/6/2018,8,border,NO,-31.98735,148.17982,37
GOP536,295,0.1985,0.4671,0.2843,0.002,0.0153,0.0033,0.0295,0.230530669,0.993796619,1.023707128,-0.040382814,0.636672459,MURRAY-dsYarrawonga,NA,427,16/6/2018,8,hatchery,YES,-36.006414,145.972408,37
GOP448,208,0.004,0.001,0.0018,0.0012,0.9888,0.0017,0.0015,0.220385675,0.94998342,0.978406838,0.018706218,0.65875075,MACQUARIE,F,310,5/6/2018,2,hatchery,YES,-31.98735,148.17982,38
GOP459,219,0.001,0.9795,0.0148,0.0012,0.001,0.0002,0.0023,0.215442951,0.928436513,0.956472385,0.039627212,0.669843203,MACQUARIE,F,453,6/6/2018,7,hatchery,YES,-31.93445,148.14009,39
GOP458,218,0.001,0.992,0.002,0.0008,0.001,0.0022,0.001,0.227773949,0.982801865,1.012305326,-0.021870343,0.645411566,MACQUARIE,M,405,6/6/2018,7,hatchery,YES,-31.93445,148.14009,39
GOP683,438,0.6712,0.001,0.0013,0.0022,0.0012,0.0033,0.3198,0.219021173,0.944970011,0.973033091,0.022122366,0.660309953,MACINTYRE,NA,339,NA,4,NA,,-28.70031645,150.5305017,41
GOP689,444,0.6428,0.001,0.0015,0.0027,0.0098,0.0127,0.3296,0.231299552,0.997140533,1.027202441,-0.033313826,0.638687837,MACINTYRE,NA,382,NA,4,NA,,-28.70031645,150.5305017,41
GOP721,476,0.1637,0.001,0.0032,0.0032,0.0012,0.001,0.8268,0.215645552,0.931908062,0.959903514,0.025039916,0.661195617,DUMARESQ,NA,428,NA,4,NA,,-28.96329,151.542971,42
GOP726,481,0.1652,0.0002,0.0002,0.0003,0.0002,0.0005,0.8335,0.229079498,0.991406607,1.020435839,-0.009080482,0.655788691,DUMARESQ,NA,405,NA,4,NA,,-28.96329,151.542971,42
GOP774,527,0.1655,0.0017,0.001,0.0015,0.0008,0.0015,0.828,0.23283891,1.004499672,1.034871653,-0.033199064,0.643264414,GWYDIR,NA,367,14/3/2018,4,hatchery,YES,-29.4371949,149.7854609,42
GOP685,440,0.1638,0.0005,0.0002,0.0012,0.0005,0.0007,0.8332,0.228354605,0.985465259,1.014839963,-0.008098756,0.649310718,MACINTYRE,NA,358,NA,4,NA,,-28.70031645,150.5305017,42
GOP699,454,0.3205,0.001,0.0015,0.0203,0.0022,0.0032,0.6514,0.228886591,0.986556994,1.016265348,-0.023857213,0.646593927,DUMARESQ,NA,542,NA,11,NA,,-28.96329,151.542971,43
GOP686,441,0.1663,0.0015,0.001,0.0012,0.0012,0.0012,0.8277,0.165280665,0.712863177,0.734656445,0.24194995,0.73996315,MACINTYRE,NA,292,NA,3,NA,,-28.70031645,150.5305017,43
GOP697,452,0.0005,0.0003,0,0.3327,0.0002,0.1667,0.4997,0.220496894,0.95089562,0.978977982,0.02886186,0.660851518,DUMARESQ,NA,460,NA,5,NA,,-28.96329,151.542971,44
GOP698,453,0.002,0.0015,0.0008,0.3302,0.0013,0.164,0.5002,0.219234747,0.944416715,0.972730902,0.012617534,0.656963703,DUMARESQ,NA,445,NA,5,NA,,-28.96329,151.542971,44
GOP718,473,0.0008,0.0005,0.0028,0.3298,0.0007,0.166,0.4993,0.226206897,0.975191397,1.004510431,-0.013607639,0.645412831,DUMARESQ,NA,464,NA,5,NA,,-28.96329,151.542971,44
GOP723,478,0.0007,0.0003,0.0005,0.3315,0.0008,0.1665,0.4997,0.22053756,0.950894326,0.979234716,0.013380037,0.65224237,DUMARESQ,NA,440,NA,5,NA,,-28.96329,151.542971,44
GOP724,479,0.0012,0.0008,0.0017,0.3305,0.001,0.1668,0.498,0.222375691,0.958670059,0.987589696,0.004390167,0.655548976,DUMARESQ,NA,467,NA,5,NA,,-28.96329,151.542971,44
GOP716,471,0.9835,0.0003,0.0025,0.001,0.0045,0.0063,0.0018,0.228650138,0.985879805,1.015443078,-0.020315656,0.64114361,DUMARESQ,NA,472,NA,7,NA,,-28.96329,151.542971,45
GOP722,477,0.983,0.001,0.0043,0.0015,0.0017,0.0063,0.0022,0.226441146,0.977056686,1.006003675,-0.011179092,0.644700307,DUMARESQ,NA,432,NA,7,NA,,-28.96329,151.542971,45
GOP730,485,0.8939,0.0057,0.001,0.0035,0.001,0.0012,0.0938,0.389499823,1.694678622,1.746195663,-0.576968492,0.377625069,GINGHAM,NA,403,15/2/2018,8,namoi,NO,-29.4197086,149.7563467,46
GOP745,499,0.782,0.0068,0.001,0.0017,0.001,0.0048,0.2027,0.308694122,1.347802496,1.388976428,-0.348550034,0.507935384,GINGHAM,NA,386,15/2/2018,8,barwon,NO,-29.4197086,149.7563467,46
GOP735,490,0.9807,0.001,0.001,0.0003,0.0042,0.0025,0.0103,0.412552891,1.793708318,1.848289487,-0.607842359,0.361573337,GINGHAM,NA,371,15/2/2018,12,hatchery,NO,-29.4197086,149.7563467,47
GOP736,491,0.5833,0.2652,0.001,0.0425,0.004,0.0065,0.0974,0.280547753,1.225673047,1.261724086,-0.254585346,0.545666749,GINGHAM,NA,376,15/2/2018,6,NA,,-29.4197086,149.7563467,47
GOP746,500,0.663,0.1393,0.0008,0.002,0.0022,0.0015,0.1912,0.426304654,1.848585753,1.90432652,-0.642332821,0.3403398,GINGHAM,NA,390,15/2/2018,3,NA,,-29.4197086,149.7563467,47
GOP738,493,0.5243,0.001,0,0.0015,0.0008,0.001,0.4714,0.230366492,0.999397407,1.025546719,-0.012912506,0.655166217,GINGHAM,NA,345,15/2/2018,5,barwon,NO,-29.4197086,149.7563467,48
GOP748,501,0.6398,0.0015,0.001,0.0017,0.01,0.0032,0.3428,0.227021424,0.979196434,1.008717482,-0.004428133,0.654002833,GINGHAM,NA,386,15/2/2018,6,gwydir,NO,-29.4197086,149.7563467,48
GOP771,524,0.6035,0.0018,0.001,0.001,0.0042,0.002,0.3865,0.236388697,1.019454809,1.049979374,-0.032712386,0.645095981,GWYDIR,NA,457,14/3/2018,12,lower balonne,NO,-29.4371949,149.7854609,48
GOP756,509,0.9767,0.0048,0.002,0.001,0.0122,0.001,0.0023,0.316783217,1.373549119,1.415001023,-0.35990806,0.49420412,GWYDIR,NA,400,14/3/2018,9,NA,,-29.4371949,149.7854609,49
GOP757,510,0.9798,0.0015,0.0023,0.001,0.0108,0.001,0.0035,0.429577465,1.864501147,1.921119059,-0.648693318,0.336420075,GWYDIR,NA,382,14/3/2018,5,barwon,NO,-29.4371949,149.7854609,49
GOP758,511,0.9458,0.001,0.0027,0.0023,0.0423,0.0012,0.0047,0.272886706,1.183388657,1.218812043,-0.224936162,0.55708242,GWYDIR,NA,396,14/3/2018,6,barwon,NO,-29.4371949,149.7854609,49
GOP759,512,0.982,0.0028,0.0017,0.0012,0.0072,0.0035,0.0017,0.444170483,1.92697838,1.984941879,-0.672058725,0.31884304,GWYDIR,NA,380,14/3/2018,8,barwon,NO,-29.4371949,149.7854609,49
GOP434,194,0.0008,0.4589,0.0007,0.0002,0.0008,0.5377,0.0008,0.241296105,1.042074626,1.072724646,-0.075631749,0.622111453,MACQUARIE,F,453,7/6/2018,8,hatchery,YES,-31.65562,147.80093,NA
GOP440,200,0.4031,0.4753,0.0023,0.001,0.0028,0.1088,0.0067,0.224517906,0.96836071,0.997361182,-0.002365102,0.647616004,MACQUARIE,F,374,4/6/2018,3,hatchery,YES,-32.22741,148.2616,NA
GOP441,201,0.4312,0.0025,0.55,0.0032,0.0095,0.0013,0.0023,0.229734391,0.99118243,1.021181989,-0.024321848,0.640122654,MACQUARIE,F,459,4/6/2018,5,border,NO,-32.22741,148.2616,NA
GOP442,202,0.8743,0.001,0.0718,0.0027,0.0325,0.016,0.0017,0.228118539,0.983828428,1.013398525,-0.006229027,0.647253642,MACQUARIE,F,394,4/6/2018,3,hatchery,YES,-32.22741,148.2616,NA
GOP444,204,0.0025,0.9798,0.0118,0.0012,0.0015,0.0015,0.0017,0.219159201,0.945700162,0.973560364,0.015407433,0.655130411,MACQUARIE,F,473,5/6/2018,8,hatchery,YES,-31.98735,148.17982,NA
GOP453,213,0.6412,0.0027,0.1957,0.0022,0.129,0.0222,0.0072,0.233287388,1.006152773,1.03657905,-0.042868041,0.640036974,MACQUARIE,F,406,6/6/2018,6,hatchery,YES,-31.93445,148.14009,NA
GOP457,217,0.0033,0.4995,0.001,0.0012,0.0038,0.4875,0.0037,0.22294969,0.961257006,0.990141187,-0.01042217,0.644753125,MACQUARIE,F,444,6/6/2018,8,hatchery,YES,-31.93445,148.14009,NA
GOP461,221,0.9785,0.001,0.0073,0.0033,0.003,0.0022,0.0047,0.233712513,1.007683014,1.038222012,-0.034653235,0.637879165,MACQUARIE,F,275,6/6/2018,3,barwon,NO,-31.93445,148.14009,NA
GOP463,223,0.9518,0.0253,0.0027,0.0017,0.0057,0.0033,0.0095,0.219159201,0.945049979,0.973123266,0.013536668,0.660956981,MACQUARIE,F,447,6/6/2018,13,hatchery,YES,-31.93445,148.14009,NA
GOP467,227,0.993,0.0012,0.0012,0.0012,0.001,0.001,0.0015,0.220573007,0.952558067,0.979837947,0.03473883,0.657241024,MACQUARIE,F,319,6/6/2018,3,macquarie,NO,-31.93445,148.14009,NA
GOP468,228,0.8737,0.001,0.1211,0.001,0.0012,0.001,0.001,0.218394764,0.942468831,0.970431118,0.02912742,0.65538504,MACQUARIE,F,377,6/6/2018,8,macquarie,NO,-31.93445,148.14009,NA
GOP471,231,0.8967,0.001,0.0227,0.0042,0.0337,0.04,0.0018,0.236814891,1.021592969,1.052588305,-0.043913311,0.633551628,MURRAY-mid,F,415,16/5/2018,8,mid murray,NO,-35.90646,144.41703,NA
GOP472,232,0.7724,0.1265,0.0022,0.0013,0.088,0.001,0.0087,0.225973131,0.974014048,1.003269434,-0.002307398,0.651025222,MURRAY-mid,F,471,16/5/2018,12,loddon,NO,-35.90646,144.41703,NA
GOP474,234,0.7377,0.0013,0.001,0.001,0.001,0.249,0.009,0.222490514,0.95846855,0.98743142,0.011545591,0.65529394,MURRAY-mid,F,460,16/5/2018,8,mid murray,NO,-35.90646,144.41703,NA
GOP477,237,0.5007,0.2562,0.1918,0.0012,0.0437,0.0037,0.0028,0.22371596,0.964315307,0.992958532,0.004925021,0.659230135,MURRAY-mid,F,452,16/5/2018,8,mid murray,NO,-35.90646,144.41703,NA
GOP478,238,0.965,0.001,0.0173,0.003,0.007,0.0017,0.005,0.208821502,0.900498699,0.927446631,0.048169097,0.674594969,MURRAY-mid,F,461,16/5/2018,9,hatchery,YES,-35.90646,144.41703,NA
GOP479,239,0.6075,0.0108,0.006,0.0087,0.3262,0.0382,0.0027,0.222068966,0.958267233,0.987505104,-0.004181818,0.651671798,MURRAY-mid,F,505,16/5/2018,13,mid murray,NO,-35.90646,144.41703,NA
GOP481,241,0.9817,0.0007,0.0098,0.0012,0.0018,0.0027,0.0022,0.232999655,1.004817683,1.034539607,-0.029911546,0.637209831,MURRAY-mid,F,481,16/5/2018,18,mid murray,NO,-35.90646,144.41703,NA
GOP482,242,0.9592,0.0032,0.0077,0.003,0.0087,0.0113,0.007,0.21865285,0.943316988,0.971630498,0.028620977,0.655515207,MURRAY-mid,F,472,16/5/2018,19,mid murray,NO,-35.90646,144.41703,NA
GOP483,243,0.9892,0.001,0.001,0.0022,0.001,0.0035,0.0022,0.232942798,1.004157013,1.034255257,-0.020044581,0.643711051,MURRAY-mid,F,494,16/5/2018,10,lower darling,NO,-35.90646,144.41703,NA
GOP487,247,0.9717,0.0022,0.001,0.0017,0.002,0.0022,0.0193,0.215246637,0.928093165,0.956002251,0.018295575,0.661148394,MURRAY-mid,F,438,15/5/2018,8,lower darling,NO,-34.70238,143.1219,NA
GOP488,248,0.9406,0.0023,0.0275,0.004,0.0023,0.0032,0.02,0.217241379,0.936116561,0.964208548,0.030250386,0.666230665,MURRAY-mid,F,457,15/5/2018,8,mid murray,NO,-34.70238,143.1219,NA
GOP490,250,0.9674,0.0197,0.0018,0.003,0.0028,0.0028,0.0025,0.219428178,0.946659146,0.974885492,0.018591471,0.658526069,MURRAY-mid,F,356,15/5/2018,5,mid murray,NO,-34.70238,143.1219,NA
GOP491,251,0.9813,0.0043,0.0033,0.0018,0.001,0.0013,0.0068,0.213842975,0.922470362,0.949999772,0.035036014,0.666021259,MURRAY-mid,F,366,15/5/2018,4,NA,,-34.70238,143.1219,NA
GOP492,252,0.9872,0.0032,0.0022,0.001,0.0012,0.0012,0.0042,0.228009659,0.982740435,1.012424391,-0.023406853,0.64052637,MURRAY-mid,F,453,15/5/2018,8,lower darling,NO,-34.70238,143.1219,NA
GOP493,253,0.9807,0.004,0.0032,0.0012,0.003,0.0028,0.0052,0.229202623,0.98945038,1.018881606,-0.022880666,0.644038013,MURRAY-mid,F,447,15/5/2018,8,lower darling,NO,-34.70238,143.1219,NA
GOP496,256,0.9472,0.0108,0.0032,0.006,0.0295,0.001,0.0023,0.221569305,0.956113056,0.98527966,0.014789647,0.651416291,MURRAY-mid,F,419,15/5/2018,6,lower darling,NO,-34.70238,143.1219,NA
GOP497,257,0.9888,0.002,0.001,0.0013,0.001,0.002,0.0038,0.220034542,0.949464078,0.977805749,0.010595703,0.657539442,MURRAY-mid,F,353,15/5/2018,4,lower darling,NO,-34.70238,143.1219,NA
GOP498,258,0.9778,0.0022,0.0017,0.001,0.0035,0.0013,0.0125,0.231484671,0.998676519,1.028487377,-0.018783989,0.639940962,MURRAY-mid,F,375,15/5/2018,7,lower darling,NO,-34.70238,143.1219,NA
GOP499,259,0.988,0.0023,0.0015,0.001,0.0037,0.002,0.0015,0.231724138,0.998977075,1.029135153,-0.028448428,0.635770327,MURRAY-mid,F,425,15/5/2018,8,lower darling,NO,-34.70238,143.1219,NA
GOP500,260,0.9867,0.0013,0.0055,0.003,0.0012,0.0013,0.001,0.22,0.948085649,0.976690751,0.020952783,0.661733325,MURRAY-mid,F,406,15/5/2018,7,hatchery,YES,-34.70238,143.1219,NA
GOP501,261,0.9868,0.001,0.0012,0.0027,0.0023,0.0035,0.0025,0.219310345,0.945461775,0.973821114,0.004659694,0.655813107,MURRAY-mid,F,363,15/5/2018,4,lower darling,NO,-34.70238,143.1219,NA
GOP502,262,0.7477,0.0015,0.004,0.211,0.0128,0.0063,0.0167,0.217271157,0.939597405,0.966668173,0.036496308,0.664437048,MURRAY-mid,F,425,15/5/2018,8,lower darling,NO,-34.70238,143.1219,NA
GOP503,263,0.9623,0.001,0.002,0.0037,0.0013,0.0238,0.0058,0.227131515,0.978273532,1.007731809,-0.016526769,0.643629985,MURRAY-mid,F,390,15/5/2018,6,lower darling,NO,-34.70238,143.1219,NA
GOP504,264,0.3305,0.001,0.3128,0.0018,0.0023,0.3487,0.0028,0.221992416,0.957925959,0.986675902,0.005758365,0.654774567,MURRAY-mid,F,456,15/5/2018,7,hatchery,YES,-34.70238,143.1219,NA
GOP506,266,0.9867,0.002,0.001,0.0012,0.004,0.0035,0.0017,0.233367804,1.00620503,1.036954956,-0.050860773,0.636355718,MURRAY-mid,F,420,14/5/2018,6,murrumbidgee,NO,-35.17179,143.38624,NA
GOP507,267,0.9793,0.0012,0.0012,0.0065,0.005,0.0038,0.003,0.223558543,0.962078616,0.990895975,0.000681128,0.661751136,MURRAY-mid,F,375,14/5/2018,7,lower darling,NO,-35.17179,143.38624,NA
GOP509,268,0.6757,0.001,0.006,0.0035,0.2919,0.0118,0.01,0.218307427,0.940996326,0.9694647,0.024419993,0.659592322,MURRAY-mid,F,300,14/5/2018,2,hatchery,YES,-35.17179,143.38624,NA
GOP511,270,0.66,0.0018,0.0137,0.001,0.227,0.0953,0.0012,0.238883144,1.029965334,1.060757206,-0.050440974,0.627402279,MURRAY-mid,F,295,14/5/2018,2,hatchery,YES,-35.17179,143.38624,NA
GOP512,271,0.99,0.0015,0.0018,0.001,0.0022,0.001,0.0025,0.219310345,0.946574684,0.974971831,0.012299974,0.659790052,MURRAY-mid,F,358,14/5/2018,8,lower darling,NO,-35.17179,143.38624,NA
